Order_Date,Product,Category,Region,Quantity,Sales,Cost,Profit
2025-08-16 14:11:18.156312628,Mouse,Accessories,West,2,149344,103627.33,45716.67
2025-08-17 07:41:43.406813628,Tablet,Accessories,North,9,62469,41952.32,20516.68
2025-08-18 01:12:08.657314632,Keyboard,Electronics,North,9,225999,195475.95,30523.05
2025-08-18 18:42:33.907815632,Webcam,Office Equipment,South,1,12649,7053.57,5595.43
2025-08-19 12:12:59.158316636,Keyboard,Electronics,North,3,179067,140088.84,38978.16
2025-08-20 05:43:24.408817636,Laptop,Office Equipment,South,8,177400,157387.16,20012.84
2025-08-20 23:13:49.659318640,Tablet,Electronics,West,6,429186,320198.02,108987.98
2025-08-21 16:44:14.909819640,Printer,Office Equipment,West,5,215840,189483.32,26356.68
2025-08-22 10:14:40.160320644,Webcam,Electronics,East,5,70865,40271.89,30593.11
2025-08-23 03:45:05.410821644,Headphones,Accessories,West,6,462996,322512.67,140483.33
2025-08-23 21:15:30.661322648,Mouse,Electronics,South,7,461503,295848.91,165654.09
2025-08-24 14:45:55.911823648,Monitor,Office Equipment,West,1,24169,19475.07,4693.93
2025-08-25 08:16:21.162324652,Printer,Electronics,East,9,311112,277964.26,33147.74
2025-08-26 01:46:46.412825652,Printer,Electronics,North,3,29805,19068.81,10736.19
2025-08-26 19:17:11.663326656,Keyboard,Electronics,South,4,210996,164357.68,46638.32
2025-08-27 12:47:36.913827656,Tablet,Accessories,North,1,37884,23462.86,14421.14
2025-08-28 06:18:02.164328660,Webcam,Electronics,East,3,229959,171978.42,57980.58
2025-08-28 23:48:27.414829660,Webcam,Accessories,East,2,151776,108121.64,43654.36
2025-08-29 17:18:52.665330664,Laptop,Accessories,East,2,63802,56796.66,7005.34
2025-08-30 10:49:17.915831664,Laptop,Electronics,North,1,72331,55187.44,17143.56
2025-08-31 04:19:43.166332668,Mouse,Electronics,North,8,276672,186014.12,90657.88
2025-08-31 21:50:08.416833668,Keyboard,Electronics,North,3,168978,99685.79,69292.21
2025-09-01 15:20:33.667334672,Printer,Office Equipment,North,3,110853,66837.31,44015.69
2025-09-02 08:50:58.917835672,Webcam,Electronics,East,6,46362,29155.25,17206.75
2025-09-03 02:21:24.168336676,Headphones,Accessories,East,8,259280,165378.72,93901.28
2025-09-03 19:51:49.418837676,Keyboard,Electronics,South,9,328869,278787.39,50081.61
2025-09-04 13:22:14.669338680,Mouse,Office Equipment,South,9,595629,444594.15,151034.85
2025-09-05 06:52:39.919839680,Mouse,Electronics,North,4,263924,193505.6,70418.4
2025-09-06 00:23:05.170340684,Keyboard,Office Equipment,West,5,345380,203832.61,141547.39
2025-09-06 17:53:30.420841684,Mouse,Office Equipment,West,2,129348,110081.47,19266.53
2025-09-07 11:23:55.671342688,Keyboard,Electronics,East,9,239940,192668.22,47271.78
2025-09-08 04:54:20.921843688,Monitor,Accessories,East,8,145064,83220.89,61843.11
2025-09-08 22:24:46.172344692,Keyboard,Office Equipment,East,3,52542,41914.98,10627.02
2025-09-09 15:55:11.422845692,Tablet,Electronics,South,9,446436,330469.06,115966.94
2025-09-10 09:25:36.673346696,Keyboard,Electronics,South,3,126363,73114.12,53248.88
2025-09-11 02:56:01.923847696,Mouse,Accessories,East,9,699579,496984.58,202594.42
2025-09-11 20:26:27.174348700,Webcam,Office Equipment,East,2,137776,99149.63,38626.37
2025-09-12 13:56:52.424849700,Tablet,Office Equipment,East,9,148626,90367.74,58258.26
2025-09-13 07:27:17.675350704,Mouse,Electronics,West,8,274040,241427.69,32612.31
2025-09-14 00:57:42.925851704,Laptop,Electronics,South,9,368010,311885.3,56124.7
2025-09-14 18:28:08.176352708,Laptop,Accessories,West,5,121055,94926.22,26128.78
2025-09-15 11:58:33.426853708,Webcam,Accessories,West,2,116986,83271.04,33714.96
2025-09-16 05:28:58.677354712,Webcam,Office Equipment,East,8,601568,417559.14,184008.86
2025-09-16 22:59:23.927855712,Tablet,Office Equipment,East,6,166278,129337.8,36940.2
2025-09-17 16:29:49.178356716,Monitor,Electronics,North,8,466272,345461.46,120810.54
2025-09-18 10:00:14.428857716,Webcam,Office Equipment,North,5,39605,22645.96,16959.04
2025-09-19 03:30:39.679358720,Laptop,Accessories,West,2,36454,26588.67,9865.33
2025-09-19 21:01:04.929859720,Keyboard,Accessories,South,6,29148,24258.17,4889.83
2025-09-20 14:31:30.180360724,Mouse,Electronics,East,5,328040,233149.17,94890.83
2025-09-21 08:01:55.430861724,Laptop,Accessories,East,5,163085,92662.42,70422.58
2025-09-22 01:32:20.681362728,Laptop,Accessories,West,1,32410,26744.65,5665.35
2025-09-22 19:02:45.931863728,Monitor,Accessories,North,2,112508,69808.66,42699.34
2025-09-23 12:33:11.182364732,Tablet,Accessories,South,8,503504,322503.02,181000.98
2025-09-24 06:03:36.432865732,Tablet,Electronics,North,3,89613,54453.09,35159.91
2025-09-24 23:34:01.683366736,Printer,Electronics,North,3,156003,103831.74,52171.26
2025-09-25 17:04:26.933867736,Monitor,Office Equipment,North,8,491568,400560.59,91007.41
2025-09-26 10:34:52.184368740,Keyboard,Accessories,North,8,311736,228123.74,83612.26
2025-09-27 04:05:17.434869740,Tablet,Office Equipment,East,2,36250,22536.93,13713.07
2025-09-27 21:35:42.685370744,Mouse,Electronics,East,8,275144,235864.59,39279.41
2025-09-28 15:06:07.935871744,Webcam,Electronics,North,1,76829,65908.04,10920.96
2025-09-29 08:36:33.186372748,Monitor,Electronics,South,6,189042,161574.66,27467.34
2025-09-30 02:06:58.436873748,Webcam,Electronics,West,8,320256,202907.37,117348.63
2025-09-30 19:37:23.687374752,Laptop,Electronics,South,3,164259,116284.49,47974.51
2025-10-01 13:07:48.937875752,Mouse,Electronics,South,8,102584,91786.66,10797.34
2025-10-02 06:38:14.188376756,Mouse,Electronics,South,1,73879,60595.88,13283.12
2025-10-03 00:08:39.438877756,Laptop,Accessories,North,9,132390,74073.34,58316.66
2025-10-03 17:39:04.689378760,Monitor,Office Equipment,East,9,152604,87414.87,65189.13
2025-10-04 11:09:29.939879760,Laptop,Electronics,South,5,159335,113506.43,45828.57
2025-10-05 04:39:55.190380764,Webcam,Accessories,North,4,220496,191440.6,29055.4
2025-10-05 22:10:20.440881764,Printer,Accessories,South,6,63636,46998.09,16637.91
2025-10-06 15:40:45.691382768,Mouse,Office Equipment,South,7,479556,347310.94,132245.06
2025-10-07 09:11:10.941883768,Headphones,Electronics,North,5,363700,213461.27,150238.73
2025-10-08 02:41:36.192384772,Headphones,Office Equipment,East,9,583335,454927.24,128407.76
2025-10-08 20:12:01.442885772,Webcam,Electronics,East,3,209247,175293.77,33953.23
2025-10-09 13:42:26.693386776,Keyboard,Accessories,West,7,497609,339940.1,157668.9
2025-10-10 07:12:51.943887776,Tablet,Accessories,North,5,56280,46232.0,10048.0
2025-10-11 00:43:17.194388780,Laptop,Accessories,West,7,479577,425656.64,53920.36
2025-10-11 18:13:42.444889780,Laptop,Accessories,West,2,73756,45825.95,27930.05
2025-10-12 11:44:07.695390784,Keyboard,Office Equipment,West,4,19020,13944.81,5075.19
2025-10-13 05:14:32.945891784,Keyboard,Electronics,East,2,29968,19494.13,10473.87
2025-10-13 22:44:58.196392788,Webcam,Electronics,North,7,399343,330455.95,68887.05
2025-10-14 16:15:23.446893788,Webcam,Office Equipment,West,2,70006,52655.55,17350.45
2025-10-15 09:45:48.697394792,Keyboard,Electronics,North,1,74294,57362.68,16931.32
2025-10-16 03:16:13.947895792,Mouse,Accessories,North,9,410517,340429.41,70087.59
2025-10-16 20:46:39.198396796,Webcam,Electronics,East,1,74569,51347.44,23221.56
2025-10-17 14:17:04.448897796,Printer,Accessories,West,8,45992,40025.99,5966.01
2025-10-18 07:47:29.699398800,Webcam,Office Equipment,West,2,39402,29021.94,10380.06
2025-10-19 01:17:54.949899800,Laptop,Electronics,North,8,472608,286062.15,186545.85
2025-10-19 18:48:20.200400804,Webcam,Office Equipment,South,3,30558,24249.75,6308.25
2025-10-20 12:18:45.450901804,Mouse,Electronics,East,6,323178,267475.52,55702.48
2025-10-21 05:49:10.701402808,Keyboard,Accessories,East,3,3483,2301.8,1181.2
2025-10-21 23:19:35.951903808,Laptop,Office Equipment,East,7,317401,269794.89,47606.11
2025-10-22 16:50:01.202404812,Webcam,Electronics,East,9,553167,479678.84,73488.16
2025-10-23 10:20:26.452905812,Mouse,Accessories,West,2,86656,56059.2,30596.8
2025-10-24 03:50:51.703406816,Printer,Office Equipment,West,5,245520,219551.97,25968.03
2025-10-24 21:21:16.953907816,Webcam,Office Equipment,South,6,66156,39643.92,26512.08
2025-10-25 14:51:42.204408820,Mouse,Electronics,East,4,277640,172332.67,105307.33
2025-10-26 08:22:07.454909820,Printer,Electronics,East,4,104368,64131.91,40236.09
2025-10-27 01:52:32.705410824,Keyboard,Electronics,North,4,117928,101759.65,16168.35
2025-10-27 19:22:57.955911824,Webcam,Accessories,West,2,1414,1101.51,312.49
2025-10-28 12:53:23.206412828,Printer,Electronics,East,4,276476,166780.41,109695.59
2025-10-29 06:23:48.456913828,Laptop,Office Equipment,South,1,29828,21002.29,8825.71
2025-10-29 23:54:13.707414832,Keyboard,Office Equipment,South,6,281874,215733.48,66140.52
2025-10-30 17:24:38.957915832,Laptop,Electronics,West,1,20603,11933.51,8669.49
2025-10-31 10:55:04.208416836,Headphones,Electronics,South,6,242346,208137.83,34208.17
2025-11-01 04:25:29.458917836,Monitor,Office Equipment,South,1,11254,9355.01,1898.99
2025-11-01 21:55:54.709418840,Webcam,Accessories,West,6,440892,320450.17,120441.83
2025-11-02 15:26:19.959919840,Printer,Electronics,East,8,451376,401045.01,50330.99
2025-11-03 08:56:45.210420844,Monitor,Electronics,East,2,97462,67854.64,29607.36
2025-11-04 02:27:10.460921844,Monitor,Office Equipment,South,2,59602,53310.33,6291.67
2025-11-04 19:57:35.711422848,Printer,Electronics,South,4,252844,198172.05,54671.95
2025-11-05 13:28:00.961923848,Keyboard,Accessories,East,3,125469,96879.0,28590.0
2025-11-06 06:58:26.212424852,Webcam,Office Equipment,West,4,77008,46827.35,30180.65
2025-11-07 00:28:51.462925852,Headphones,Electronics,South,7,97265,83519.0,13746.0
2025-11-07 17:59:16.713426856,Laptop,Office Equipment,North,1,56773,39719.61,17053.39
2025-11-08 11:29:41.963927856,Mouse,Electronics,West,6,32370,19641.52,12728.48
2025-11-09 05:00:07.214428860,Laptop,Electronics,South,3,231177,128167.45,103009.55
2025-11-09 22:30:32.464929860,Mouse,Electronics,South,7,78393,58474.47,19918.53
2025-11-10 16:00:57.715430864,Laptop,Accessories,North,2,131122,96320.89,34801.11
2025-11-11 09:31:22.965931864,Printer,Accessories,North,2,20430,16380.24,4049.76
2025-11-12 03:01:48.216432868,Headphones,Office Equipment,East,4,78676,67786.48,10889.52
2025-11-12 20:32:13.466933868,Webcam,Electronics,West,1,16663,9627.75,7035.25
2025-11-13 14:02:38.717434872,Mouse,Electronics,West,3,18846,15190.32,3655.68
2025-11-14 07:33:03.967935872,Webcam,Accessories,East,9,324765,199923.44,124841.56
2025-11-15 01:03:29.218436876,Webcam,Electronics,West,7,218274,185611.91,32662.09
2025-11-15 18:33:54.468937876,Webcam,Accessories,West,7,338548,283253.71,55294.29
2025-11-16 12:04:19.719438880,Tablet,Electronics,West,4,222456,164456.79,57999.21
2025-11-17 05:34:44.969939880,Keyboard,Office Equipment,West,2,77134,61598.05,15535.95
2025-11-17 23:05:10.220440884,Laptop,Electronics,West,4,172740,114012.29,58727.71
2025-11-18 16:35:35.470941884,Webcam,Electronics,North,6,111438,79668.0,31770.0
2025-11-19 10:06:00.721442888,Laptop,Accessories,West,3,109605,91802.18,17802.82
2025-11-20 03:36:25.971943888,Webcam,Electronics,North,1,65477,46537.31,18939.69
2025-11-20 21:06:51.222444892,Mouse,Electronics,West,8,527600,356251.03,171348.97
2025-11-21 14:37:16.472945892,Keyboard,Accessories,East,5,54410,39337.03,15072.97
2025-11-22 08:07:41.723446896,Keyboard,Office Equipment,South,5,24685,20732.62,3952.38
2025-11-23 01:38:06.973947896,Printer,Office Equipment,North,4,285884,190776.92,95107.08
2025-11-23 19:08:32.224448900,Tablet,Accessories,West,6,390672,238628.93,152043.07
2025-11-24 12:38:57.474949900,Printer,Accessories,East,3,187287,149680.69,37606.31
2025-11-25 06:09:22.725450904,Printer,Accessories,South,9,115461,96882.44,18578.56
2025-11-25 23:39:47.975951904,Printer,Accessories,North,5,128345,75110.46,53234.54
2025-11-26 17:10:13.226452908,Printer,Accessories,South,3,105282,66744.15,38537.85
2025-11-27 10:40:38.476953908,Printer,Office Equipment,East,1,77457,46450.2,31006.8
2025-11-28 04:11:03.727454912,Headphones,Office Equipment,North,6,366786,246399.31,120386.69
2025-11-28 21:41:28.977955912,Keyboard,Accessories,South,2,91066,64440.38,26625.62
2025-11-29 15:11:54.228456916,Printer,Electronics,West,3,190899,155027.02,35871.98
2025-11-30 08:42:19.478957916,Webcam,Accessories,North,1,73665,57304.13,16360.87
2025-12-01 02:12:44.729458920,Keyboard,Electronics,South,9,669249,513531.49,155717.51
2025-12-01 19:43:09.979959920,Keyboard,Accessories,East,8,422320,284361.25,137958.75
2025-12-02 13:13:35.230460924,Monitor,Accessories,East,2,64500,54470.68,10029.32
2025-12-03 06:44:00.480961924,Headphones,Office Equipment,North,8,327688,234280.7,93407.3
2025-12-04 00:14:25.731462928,Printer,Electronics,South,9,668700,596939.62,71760.38
2025-12-04 17:44:50.981963928,Laptop,Electronics,North,1,78722,60769.43,17952.57
2025-12-05 11:15:16.232464932,Mouse,Office Equipment,North,5,123630,73460.04,50169.96
2025-12-06 04:45:41.482965932,Tablet,Office Equipment,South,8,57768,45443.9,12324.1
2025-12-06 22:16:06.733466936,Webcam,Office Equipment,South,2,113308,75212.31,38095.69
2025-12-07 15:46:31.983967936,Laptop,Office Equipment,West,4,84436,66722.55,17713.45
2025-12-08 09:16:57.234468940,Headphones,Electronics,South,7,368410,211605.27,156804.73
2025-12-09 02:47:22.484969940,Mouse,Electronics,East,3,220227,134604.61,85622.39
2025-12-09 20:17:47.735470944,Headphones,Accessories,North,5,278745,236796.12,41948.88
2025-12-10 13:48:12.985971944,Webcam,Accessories,North,8,395160,248758.3,146401.7
2025-12-11 07:18:38.236472948,Keyboard,Office Equipment,East,3,18468,15567.87,2900.13
2025-12-12 00:49:03.486973948,Mouse,Office Equipment,South,4,300080,194375.81,105704.19
2025-12-12 18:19:28.737474952,Keyboard,Office Equipment,East,9,578160,448079.01,130080.99
2025-12-13 11:49:53.987975952,Webcam,Accessories,East,7,453663,359733.3,93929.7
2025-12-14 05:20:19.238476956,Laptop,Accessories,West,1,30484,22235.92,8248.08
2025-12-14 22:50:44.488977956,Webcam,Accessories,East,4,297288,195276.22,102011.78
2025-12-15 16:21:09.739478960,Laptop,Accessories,North,4,25604,15987.79,9616.21
2025-12-16 09:51:34.989979960,Mouse,Accessories,East,9,288468,162008.32,126459.68
2025-12-17 03:22:00.240480964,Mouse,Accessories,North,6,189330,124272.66,65057.34
2025-12-17 20:52:25.490981964,Printer,Accessories,North,9,343665,267579.97,76085.03
2025-12-18 14:22:50.741482968,Headphones,Office Equipment,North,6,446790,392463.32,54326.68
2025-12-19 07:53:15.991983968,Printer,Office Equipment,South,6,91296,78050.92,13245.08
2025-12-20 01:23:41.242484972,Headphones,Office Equipment,West,5,58190,47606.56,10583.44
2025-12-20 18:54:06.492985972,Printer,Office Equipment,North,5,178990,147837.97,31152.03
2025-12-21 12:24:31.743486976,Keyboard,Accessories,North,2,103224,80798.04,22425.96
2025-12-22 05:54:56.993987976,Mouse,Electronics,South,8,191432,122727.13,68704.87
2025-12-22 23:25:22.244488980,Laptop,Accessories,North,8,405600,351865.41,53734.59
2025-12-23 16:55:47.494989980,Headphones,Electronics,East,1,71808,56351.78,15456.22
2025-12-24 10:26:12.745490984,Webcam,Office Equipment,East,8,389952,290964.33,98987.67
2025-12-25 03:56:37.995991984,Headphones,Accessories,West,5,89235,52545.7,36689.3
2025-12-25 21:27:03.246492988,Laptop,Office Equipment,North,2,34840,24613.4,10226.6
2025-12-26 14:57:28.496993988,Printer,Accessories,South,2,64644,45969.99,18674.01
2025-12-27 08:27:53.747494992,Headphones,Office Equipment,East,6,282954,241245.81,41708.19
2025-12-28 01:58:18.997995992,Tablet,Electronics,South,9,365472,270934.22,94537.78
2025-12-28 19:28:44.248496996,Keyboard,Electronics,South,1,8467,5784.15,2682.85
2025-12-29 12:59:09.498997996,Mouse,Electronics,East,6,74226,66200.69,8025.31
2025-12-30 06:29:34.749499000,Laptop,Accessories,South,9,701568,413049.71,288518.29
2025-12-31 00:00:00.000000000,Mouse,Electronics,East,8,598160,417451.05,180708.95
